SYMBOL,NAME_OF_COMPANY,P/E Ratio,Debt-to-Equity,ROE (%),Earnings Growth,Market Cap,Sector,Industry
SUVENPHAR,Suven Pharmaceuticals Limited,105.28872,1.945,,0.755,292418781184.0,Healthcare,Drug Manufacturers - Specialty & Generic
SUVIDHAA,Suvidhaa Infoserve Limited,,7.37,,,960915840.0,Technology,Information Technology Services
SUYOG,Suyog Telematics Limited,14.285714,46.343,,-0.113,9924321280.0,Communication Services,Telecom Services
SUZLON,Suzlon Energy Limited,64.9762,4.498,26.868,0.867,744946073600.0,Industrials,Specialty Industrial Machinery
SVLL,Shree Vasu Logistics Limited,250.18292,369.396,,-0.612,4704499712.0,Industrials,Trucking
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,,93410.86,,,346610880.0,Consumer Cyclical,Textile Manufacturing
SWARAJENG,Swaraj Engines Limited,24.63119,0.453,,0.326,38373343232.0,Consumer Cyclical,Auto Parts
SWELECTES,Swelect Energy Systems Limited,22.274399,72.598,,,8285763072.0,Technology,Solar
SWIGGY,Swiggy Limited,,14.738,,,806232064000.0,Consumer Cyclical,Internet Retail
SWSOLAR,Sterling and Wilson Renewable Energy Limited,122.18232,95.278,,,51637194752.0,Technology,Solar
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,79.97464,14.401,,-0.06,936259551232.0,Consumer Defensive,Packaged Foods
TATAELXSI,Tata Elxsi Limited,40.323017,8.276,,-0.036,326200819712.0,Technology,Software - Application
TATAINVEST,Tata Investment Corporation Limited,92.593994,,,-0.631,309010792448.0,Financial Services,Capital Markets
TATAMOTORS,Tata Motors Limited,7.5701585,95.362,,,2413020053504.0,Consumer Cyclical,Auto Manufacturers
TATAPOWER,Tata Power Company Limited,29.40067,144.12,,0.081,1120765476864.0,Utilities,Utilities - Independent Power Producers
TATASTEEL,Tata Steel Limited,68.58182,109.814,,-0.381,1881745260544.0,Basic Materials,Steel
TATATECH,Tata Technologies Limited,40.151325,8.089,,-0.01,258330001408.0,Technology,Information Technology Services
TATVA,Tatva Chintan Pharma Chem Limited,104.08497,2.065,,-0.959,14918285312.0,Basic Materials,Specialty Chemicals
TBOTEK,TBO Tek Limited,59.173187,19.561,,-0.074,128483975168.0,Consumer Cyclical,Travel Services
TBZ,Tribhovandas Bhimji Zaveri Limited,15.08015,107.464,,0.396,10820364288.0,Consumer Cyclical,Luxury Goods
TCI,Transport Corporation of India Limited,18.657425,10.915,,0.277,73724477440.0,Industrials,Integrated Freight & Logistics
TCIEXP,TCI Express Limited,25.380692,1.193,,-0.406,24826101760.0,Industrials,Integrated Freight & Logistics
TCIFINANCE,TCI Finance Limited,,,,,167214080.0,Financial Services,Credit Services
TCPLPACK,TCPL Packaging Limited,29.239882,105.517,,0.94,39631413248.0,Consumer Cyclical,Packaging & Containers
TCS,Tata Consultancy Services Limited,26.0425,8.469,48.668998,0.13,12703294816256.0,Technology,Information Technology Services
TDPOWERSYS,TD Power Systems Limited,33.32295,0.001,,0.508,50119446528.0,Industrials,Specialty Industrial Machinery
TEAMLEASE,Teamlease Services Limited,33.00527,15.013,,-0.083,33616119808.0,Industrials,Staffing & Employment Services
TECHM,Tech Mahindra Limited,34.13054,7.566,,0.924,1274518568960.0,Technology,Information Technology Services
TECHNOE,Techno Electric & Engineering Company Limited,31.347023,,,-0.033,104855953408.0,Industrials,Engineering & Construction
TECILCHEM,TECIL Chemicals and Hydro Power Limited,,,,,414167200.0,Financial Services,Shell Companies
TEGA,Tega Industries Limited,45.246193,23.04,,0.526,84995760128.0,Industrials,Specialty Industrial Machinery
TEJASNET,Tejas Networks Limited,17.3893,78.242,,,115481985024.0,Technology,Communication Equipment
TEMBO,Tembo Global Industries Limited,24.567717,268.462,,2.664,5458578944.0,Industrials,Metal Fabrication
TERASOFT,Tera Software Limited,27.722488,24.639,,0.91,2174818560.0,Technology,Information Technology Services
TEXINFRA,Texmaco Infrastructure & Holdings Limited,,1.729,,,12760540160.0,Real Estate,Real Estate Services
TEXMOPIPES,Texmo Pipes and Products Limited,26.627026,27.844,,0.812,1438145664.0,Industrials,Building Products & Equipment
TEXRAIL,Texmaco Rail & Engineering Limited,19.688854,34.543,,1.087,50808209408.0,Industrials,Railroads
TFCILTD,Tourism Finance Corporation of India Limited,13.648384,88.717,,-0.2,12930956288.0,Financial Services,Credit Services
TFL,Transwarranty Finance Limited,82.46666,94.678,,,667664576.0,Financial Services,Mortgage Finance
TGBHOTELS,TGB Banquets And Hotels Limited,,24.322,,0.045,308678656.0,Consumer Cyclical,Lodging
THANGAMAYL,Thangamayil Jewellery Limited,43.29131,155.059,,0.72,50083917824.0,Consumer Cyclical,Luxury Goods
THEINVEST,The Investment Trust Of India Limited,17.353628,41.942,,-0.33,7086651392.0,Financial Services,Capital Markets
THEJO,Thejo Engineering Limited,38.024563,13.786,,-0.242,17829447680.0,Industrials,Specialty Industrial Machinery
THEMISMED,Themis Medicare Limited,29.406,19.77,,-0.925,13532655616.0,Healthcare,Drug Manufacturers - Specialty & Generic
THERMAX,Thermax Limited,61.352386,31.882,,-0.514,379672264704.0,Industrials,Conglomerates
THOMASCOOK,Thomas Cook  (India)  Limited,24.352272,22.948,,-0.356,59875979264.0,Consumer Cyclical,Travel Services
THOMASCOTT,Thomas Scott (India) Limited,14.2442665,29.476,,,3781439488.0,Consumer Cyclical,Textile Manufacturing
THYROCARE,Thyrocare Technologies Limited,42.54253,3.796,,0.285,37108416512.0,Healthcare,Diagnostics & Research
TI,Tilaknagar Industries Limited,25.126984,12.66,,0.231,45978394624.0,Consumer Defensive,Beverages - Wineries & Distilleries
TICL,Twamev Construction and Infrastructure Limited,,121.449,,1.75,5056103424.0,Industrials,Engineering & Construction
TIIL,Technocraft Industries (India) Limited,22.77902,43.205,,-0.29,55344304128.0,Industrials,Tools & Accessories
TIINDIA,Tube Investments of India Limited,69.92951,40.844,,-0.753,566269902848.0,Industrials,Conglomerates
TIJARIA,Tijaria Polypipes Limited,,,,,217561696.0,Industrials,Building Products & Equipment
TIL,TIL Limited,1.2782468,,,,11705311232.0,Industrials,Farm & Heavy Construction Machinery
TIMESGTY,Times Guaranty Limited,78.82883,,,0.164,1573801216.0,Financial Services,Asset Management
TIMETECHNO,Time Technoplast Limited,22.365196,28.712,,0.099,82829082624.0,Consumer Cyclical,Packaging & Containers
TIMKEN,Timken India Limited,48.31022,0.7,,0.1,193864941568.0,Industrials,Tools & Accessories
TIPSFILMS,Tips Films Limited,,118.047,,,2285076736.0,Communication Services,Entertainment
TIPSMUSIC,Tips Music Limited,49.035572,2.068,,0.281,79294185472.0,Communication Services,Entertainment
TIRUMALCHM,Thirumalai Chemicals Limited,,114.402,,,24303839232.0,Basic Materials,Specialty Chemicals
TIRUPATIFL,Tirupati Forge Limited,44.26829,28.365,,-0.381,3763584000.0,Industrials,Metal Fabrication
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,32.054478,21.138,,-0.199,93544423424.0,Industrials,Railroads
TITAN,Titan Company Limited,82.65102,222.35,,-0.008,2670138490880.0,Consumer Cyclical,Luxury Goods
TMB,Tamilnad Mercantile Bank Limited,5.672251,,14.21,0.056,64876683264.0,Financial Services,Banks - Regional
TNPETRO,Tamilnadu PetroProducts Limited,13.312757,6.617,,1.6,5849048064.0,Basic Materials,Specialty Chemicals
TNPL,Tamil Nadu Newsprint & Papers Limited,59.59716,85.644,,,8710149120.0,Basic Materials,Paper & Paper Products
TNTELE,Tamilnadu Telecommunication Limited,,,,,397881504.0,Technology,Communication Equipment
TOKYOPLAST,Tokyo Plast International Limited,139.15663,32.552,,-0.526,1097411712.0,Consumer Cyclical,Packaging & Containers
TOLINS,Tolins Tyres Limited,12.60912,3.996,,-0.086,4588156928.0,Consumer Cyclical,Auto Parts
TORNTPHARM,Torrent Pharmaceuticals Limited,55.554447,41.658,,0.136,1034304815104.0,Healthcare,Drug Manufacturers - Specialty & Generic
TORNTPOWER,Torrent Power Limited,26.383326,83.305,,0.303,650640818176.0,Utilities,Utilities - Independent Power Producers
TOTAL,Total Transport Systems Limited,44.55484,53.11,,2.813,1113730560.0,Industrials,Integrated Freight & Logistics
TOUCHWOOD,Touchwood Entertainment Limited,17.044777,4.28,,1.99,885831168.0,Communication Services,Advertising Agencies
TPHQ,Teamo Productions HQ Limited,19.0,,,1.153,1457972736.0,Industrials,Engineering & Construction
TPLPLASTEH,TPL Plastech Limited,24.688354,20.604,,0.187,5623236096.0,Consumer Cyclical,Packaging & Containers
TRACXN,Tracxn Technologies Limited,,,,-0.35,5335011328.0,Technology,Software - Application
TRANSRAILL,Transrail Lighting Limited,22.272728,54.669,,0.744,66772221952.0,Industrials,Engineering & Construction
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,13.791712,48.292,,,5626609152.0,Industrials,Marine Shipping
TREEHOUSE,Tree House Education & Accessories Limited,,0.043,,,525922016.0,Consumer Defensive,Education & Training Services
TREJHARA,TREJHARA SOLUTIONS LIMITED,18.087166,0.969,,-0.629,2754463232.0,Technology,Software - Application
TREL,Transindia Real Estate Limited,4.262162,3.329,,0.286,7749252096.0,Real Estate,Real Estate Services
TRENT,Trent Limited,92.59586,39.033,,0.329,1786502840320.0,Consumer Cyclical,Apparel Retail
TRF,TRF Limited,12.549132,155.676,,8.309,3583582720.0,Industrials,Specialty Industrial Machinery
TRIDENT,Trident Limited,42.051723,37.626,,-0.318,123067547648.0,Consumer Cyclical,Textile Manufacturing
TRIGYN,Trigyn Technologies Limited,8.050163,0.583,,,2272600320.0,Technology,Information Technology Services
TRITURBINE,Triveni Turbine Limited,48.06075,0.952,,0.358,163674980352.0,Industrials,Specialty Industrial Machinery
TRIVENI,Triveni Engineering & Industries Limited,37.732437,19.497,,-0.691,79952494592.0,Consumer Defensive,Confectioners
TRU,TruCap Finance Limited,12.16,330.769,,-0.667,1078978048.0,Financial Services,Credit Services
TTKHLTCARE,TTK Healthcare Limited,18.622492,2.999,,0.297,15663466496.0,Healthcare,Drug Manufacturers - General
TTKPRESTIG,TTK Prestige Limited,39.059246,9.432,,-0.053,82203951104.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
TTL,T T Limited,15.776118,110.383,,,2391546880.0,Consumer Cyclical,Textile Manufacturing
TTML,Tata Teleservices (Maharashtra) Limited,,,,,118957490176.0,Communication Services,Telecom Services
TVSELECT,TVS Electronics Limited,,43.297,,,5416979968.0,Technology,Computer Hardware
TVSHLTD,TVS Holdings Limited,15.174465,339.808,,0.721,168846983168.0,Consumer Cyclical,Auto Parts
TVSMOTOR,TVS Motor Company Limited,54.056194,312.048,,0.182,1068583223296.0,Consumer Cyclical,Auto Manufacturers
TVSSCS,TVS Supply Chain Solutions Limited,,118.799,,,57219743744.0,Industrials,Integrated Freight & Logistics
TVSSRICHAK,TVS Srichakra Limited,57.147892,81.502,,,19899512832.0,Consumer Cyclical,Auto Parts
TVTODAY,TV Today Network Limited,11.3026905,3.622,,-0.701,9023682560.0,Communication Services,Broadcasting
TVVISION,TV Vision Limited,,,,,170475776.0,Communication Services,Broadcasting
UBL,United Breweries Limited,119.03176,2.991,,-0.551,505476612096.0,Consumer Defensive,Beverages - Brewers
UCAL,UCAL LIMITED,,69.585,,,2915686144.0,Consumer Cyclical,Auto Parts
UCOBANK,UCO Bank,17.959185,,8.3950005,0.286,421090557952.0,Financial Services,Banks - Regional
UDAICEMENT,Udaipur Cement Works Limited,,210.64,,-0.844,13660293120.0,Basic Materials,Building Materials
UDS,Updater Services Limited,17.091898,17.572,,0.476,18934370304.0,Industrials,Specialty Business Services
UFLEX,UFLEX Limited,,100.723,,,33350883328.0,Consumer Cyclical,Packaging & Containers
UFO,UFO Moviez India Limited,15.708531,28.441,,2.328,2573033216.0,Communication Services,Entertainment
UGARSUGAR,The Ugar Sugar Works Limited,,277.094,,-0.902,5036008960.0,Consumer Defensive,Confectioners
UGROCAP,Ugro Capital Limited,11.908201,272.947,,0.077,14551262208.0,Financial Services,Credit Services
UJJIVANSFB,Ujjivan Small Finance Bank Limited,7.0099397,,,-0.627,68228100096.0,Financial Services,Banks - Regional
ULTRACEMCO,UltraTech Cement Limited,48.308834,27.025,,-0.173,3074296905728.0,Basic Materials,Building Materials
UMAEXPORTS,Uma Exports Limited,16.741936,56.742,,0.561,2807565824.0,Consumer Defensive,Farm Products
UMANGDAIRY,Umang Dairies Limited,30.21147,91.172,,0.25,1864772992.0,Consumer Defensive,Packaged Foods
UMESLTD,Usha Martin Education & Solutions Limited,108.4,9.222,,0.5,143173632.0,Consumer Defensive,Education & Training Services
UNICHEMLAB,Unichem Laboratories Limited,,12.501,,-0.313,45035016192.0,Healthcare,Drug Manufacturers - Specialty & Generic
UNIDT,United Drilling Tools Limited,31.170456,1.705,,0.101,4473788928.0,Energy,Oil & Gas Equipment & Services
UNIECOM,Unicommerce Esolutions Limited,98.57272,7.745,,0.647,11106918400.0,Technology,Software - Application
UNIENTER,Uniphos Enterprises Limited,782.611,1.552,,,9823343616.0,Basic Materials,Chemicals
UNIINFO,Uniinfo Telecom Services Limited,,12.309,,,196111456.0,Communication Services,Telecom Services
UNIMECH,Unimech Aerospace and Manufacturing Limited,61.713505,19.899,,-0.274,45791555584.0,Industrials,Aerospace & Defense
UNIONBANK,Union Bank of India,5.298229,,15.843001000000001,0.239,867941482496.0,Financial Services,Banks - Regional
UNIPARTS,Uniparts India Limited,15.0576935,13.388,,-0.263,14088300544.0,Industrials,Farm & Heavy Construction Machinery
UNITDSPR,United Spirits Limited,68.50708,6.787,,-0.043,961201373184.0,Consumer Defensive,Beverages - Wineries & Distilleries
UNITECH,Unitech Limited,,,,,17032144896.0,Real Estate,Real Estate - Diversified
UNITEDPOLY,United Polyfab Gujarat Limited,31.712389,137.385,,1.588,3289882368.0,Consumer Cyclical,Textile Manufacturing
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,9.980271,,,0.055,1769285504.0,Consumer Defensive,Farm Products
UNIVASTU,Univastu India Limited,28.737288,65.253,,0.949,2697615104.0,Industrials,Engineering & Construction
UNIVCABLES,Universal Cables Limited,18.27959,45.412,,-0.339,16128156672.0,Industrials,Electrical Equipment & Parts
UNIVPHOTO,Universus Photo Imagings Limited,3.1765802,,,,2100658432.0,Healthcare,Medical Devices
UNOMINDA,UNO Minda Limited,53.773075,37.552,,0.199,519503511552.0,Consumer Cyclical,Auto Parts
UPL,UPL Limited,,105.064,,,476124676096.0,Basic Materials,Agricultural Inputs
URAVIDEF,Uravi Defence and Technology Limited,200.18817,64.743,,0.8,4192660992.0,Consumer Cyclical,Auto Parts
URJA,Urja Global Limited,666.0,24.241,,-0.5,7488849920.0,Technology,Solar
USHAMART,Usha Martin Limited,22.61641,17.803,,-0.139,93251059712.0,Basic Materials,Steel
USK,Udayshivakumar Infra Limited,15.045268,39.156,,-0.752,2029946496.0,Industrials,Engineering & Construction
UTIAMC,UTI Asset Management Company Limited,14.792261,2.942,,-0.196,119361085440.0,Financial Services,Asset Management
UTKARSHBNK,Utkarsh Small Finance Bank Limited,13.222893,,,,24224458752.0,Financial Services,Banks - Regional
UTTAMSUGAR,Uttam Sugar Mills Limited,11.010626,46.904,,-0.282,7113518592.0,Consumer Defensive,Confectioners
UYFINCORP,U. Y. Fincorp Limited,23.65,1.26,,-0.56,3639261952.0,Financial Services,Credit Services
V2RETAIL,V2 Retail Limited,84.75213,224.748,,1.17,58564898816.0,Consumer Cyclical,Apparel Retail
VADILALIND,Vadilal Industries Limited,21.73906,23.508,,0.291,33892757504.0,Consumer Defensive,Packaged Foods
VAIBHAVGBL,Vaibhav Global Limited,25.564594,18.636,,0.344,35490553856.0,Consumer Cyclical,Luxury Goods
VAISHALI,Vaishali Pharma Limited,202.0,19.357,,4.185,1581199488.0,Healthcare,Drug Manufacturers - Specialty & Generic
VAKRANGEE,Vakrangee Limited,199.16667,4.692,3.75,0.0,12965748736.0,Technology,Information Technology Services
VALIANTLAB,Valiant Laboratories Limited,,49.904,,,3509891072.0,Healthcare,Drug Manufacturers - Specialty & Generic
VALIANTORG,Valiant Organics Limited,,28.258,,,6488543232.0,Basic Materials,Chemicals
VARDHACRLC,Vardhman Acrylics Limited,21.751324,,,-0.319,3303751680.0,Consumer Cyclical,Textile Manufacturing
VARDMNPOLY,Vardhman Polytex Limited,0.8399281,,,,4071950336.0,Consumer Cyclical,Textile Manufacturing
VARROC,Varroc Engineering Limited,64.538345,73.44,,,63047303168.0,Consumer Cyclical,Auto Parts
VASCONEQ,Vascon Engineers Limited,6.80594,23.262,,3.024,7777484288.0,Industrials,Engineering & Construction
VASWANI,Vaswani Industries Limited,11.520249,81.564,,-0.247,1172347392.0,Basic Materials,Steel
VBL,Varun Beverages Limited,61.325375,16.884,22.114,0.361,1650806095872.0,Consumer Defensive,Beverages - Non-Alcoholic
VCL,Vaxtex Cotfab Limited,,63.477,,,137814000.0,Consumer Cyclical,Textile Manufacturing
VEDL,Vedanta Limited,13.226336,168.974,,0.677,1730171633664.0,Basic Materials,Other Industrial Metals & Mining
VEEDOL,Veedol Corporation Limited,15.822622,3.134,,0.112,24060528640.0,Basic Materials,Specialty Chemicals
VENKEYS,Venky's (India) Limited,16.392666,11.034,,,22421393408.0,Consumer Defensive,Farm Products
VENTIVE,Ventive Hospitality Limited,,,,-0.744,171501568000.0,Consumer Cyclical,Resorts & Casinos
VENUSPIPES,Venus Pipes & Tubes Limited,27.703728,37.462,,-0.233,26174341120.0,Basic Materials,Steel
VENUSREM,Venus Remedies Limited,11.134969,8.278,,1.741,3886452224.0,Healthcare,Drug Manufacturers - Specialty & Generic
VERANDA,Veranda Learning Solutions Limited,,165.793,,,14998281216.0,Consumer Defensive,Education & Training Services
VERTOZ,Vertoz Limited,,12.948,,-0.366,8207649280.0,Technology,Software - Infrastructure
VESUVIUS,Vesuvius India Limited,32.46776,,20.158,0.586,85837283328.0,Industrials,Specialty Industrial Machinery
VETO,Veto Switchgears And Cables Limited,11.334868,6.243,,-0.258,1882827520.0,Industrials,Electrical Equipment & Parts
VGUARD,V-Guard Industries Limited,49.272057,13.236,,0.03,145872715776.0,Industrials,Electrical Equipment & Parts
VHL,Vardhman Holdings Limited,4.486307,,,0.227,9593928704.0,Financial Services,Credit Services
VHLTD,Viceroy Hotels Limited,10.705358,36.986,,,8102709760.0,Consumer Cyclical,Lodging
VIDHIING,Vidhi Specialty Food Ingredients Limited,52.646008,10.366,,0.474,22060707840.0,Basic Materials,Specialty Chemicals
VIJAYA,Vijaya Diagnostic Centre Limited,73.55225,40.058,,0.357,104026718208.0,Healthcare,Diagnostics & Research
VIJIFIN,Viji Finance Limited,,65.324,,,356250144.0,Financial Services,Credit Services
VIKASECO,Vikas EcoTech Limited,27.888887,5.577,,,4439461888.0,Basic Materials,Specialty Chemicals
VIKASLIFE,Vikas Lifecare Limited,,11.28,,,5579519488.0,Consumer Defensive,Farm Products
VIMTALABS,Vimta Labs Limited,41.834637,3.389,,1.124,22636081152.0,Healthcare,Diagnostics & Research
VINATIORGA,Vinati Organics Limited,41.664433,0.298,,0.218,161019215872.0,Basic Materials,Specialty Chemicals
VINCOFE,Vintage Coffee And Beverages Limited,36.241665,34.561,,1.971,10688363520.0,Consumer Defensive,Beverages - Non-Alcoholic
VINDHYATEL,Vindhya Telelinks Limited,7.861602,23.197,,-0.431,15819766784.0,Industrials,Engineering & Construction
VINEETLAB,Vineet Laboratories Limited,,159.488,-25.846002000000002,,313446336.0,Basic Materials,Chemicals
VINNY,Vinny Overseas Limited,14.2,12.66,,1.2,660650752.0,Consumer Cyclical,Textile Manufacturing
VINYLINDIA,Vinyl Chemicals (India) Limited,18.687805,0.428,,-0.277,4214965760.0,Basic Materials,Specialty Chemicals
